entry,stratum,condition_label,condition_order,primary_outcome,condition_id,confidence_level,denominator,estimate,experiment_run_id,interval_method,lower,mcse,metric,numerator,population,uncertainty_unavailable_reason,unit,upper
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq-4,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq-3,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq-3,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq-2,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq-2,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq-1,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq-1,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq0,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq0,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq1,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq1,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq2,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq2,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,0.95,2000,0.972,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.9638155173143413,0.0036898248472931427,delta_signed_eq3,1944,all_patients,,probability,0.9783747900521561
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq3,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,0.95,2000,0.028,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.02162520994784405,0.003689824847293141,delta_signed_eq4,56,all_patients,,probability,0.03618448268565873
E1_density,imv,15 minutes,0,score_ge2,f5dc3f14e7890991d582fcb138fdd5e1ea1fe896062bb62d08f1990426306486,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq4,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,1.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.9980829527187471,0.0,score_ge1,2000,all_patients,,probability,1.0
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,1.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.9980829527187471,0.0,score_ge2,2000,all_patients,,probability,1.0
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,1.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.9980829527187471,0.0,score_ge3,2000,all_patients,,probability,1.0
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,score_eq0,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,score_eq1,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,score_eq2,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.9945,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.9901779372483848,0.0016541593398342119,score_eq3,1989,all_patients,,probability,0.9969261029904561
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0055,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0030738970095438183,0.0016541593398342195,score_eq4,11,all_patients,,probability,0.009822062751615335
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,suppressed_only,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,no_qualifying_data,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,,2000,22.0875,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,0.030796039892111424,qualifying_pf_count,,all_patients,,records,
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,1.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.9980829527187471,0.0,missing_baseline,2000,all_patients,,probability,1.0
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,1.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.9980829527187471,0.0,delta_legacy_ge1,2000,all_patients,,probability,1.0
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_ge1,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,1.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.9980829527187471,0.0,delta_legacy_ge2,2000,all_patients,,probability,1.0
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_ge2,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq-4,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq-4,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq-3,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq-3,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq-2,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq-2,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq-1,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq-1,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq0,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq0,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq1,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq1,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0,0.0,delta_signed_eq2,0,all_patients,,probability,0.0019170472812529344
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq2,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.9945,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.9901779372483848,0.0016541593398342119,delta_signed_eq3,1989,all_patients,,probability,0.9969261029904561
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq3,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,0.95,2000,0.0055,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,wilson,0.0030738970095438183,0.0016541593398342195,delta_signed_eq4,11,all_patients,,probability,0.009822062751615335
E1_density,imv,60 minutes,3,score_ge2,fc737dc2f1f16b5162d1adf35c9eed7ab1b133571042ff8a515e3a730f90d55b,,0,,50d837f8c829ea9322718349f0c563ad93a3b054c3b02d45f4bed17a914c6fe6,,,,delta_evaluable_eq4,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,1.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,score_ge1,1,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,1.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,score_ge2,1,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,score_ge3,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,score_eq0,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,score_eq1,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,1.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,score_eq2,1,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,score_eq3,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,score_eq4,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,suppressed_only,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,no_qualifying_data,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,8.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,qualifying_pf_count,,all_patients,fewer_than_two_patients,records,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,1.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,missing_baseline,1,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,1.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_legacy_ge1,1,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,0,,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_evaluable_ge1,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,1.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_legacy_ge2,1,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,0,,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_evaluable_ge2,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_signed_eq-4,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,0,,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_evaluable_eq-4,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_signed_eq-3,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,0,,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_evaluable_eq-3,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_signed_eq-2,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,0,,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_evaluable_eq-2,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_signed_eq-1,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,0,,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_evaluable_eq-1,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_signed_eq0,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,0,,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_evaluable_eq0,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_signed_eq1,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,0,,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_evaluable_eq1,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,1.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_signed_eq2,1,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,0,,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_evaluable_eq2,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_signed_eq3,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,0,,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_evaluable_eq3,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_signed_eq4,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,15 minutes,0,score_ge2,8e020f8e5dc422d796671c97afd690c512f5587d5d5a747e26f273806f2b3e60,,0,,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,delta_evaluable_eq4,0,acute_and_baseline_evaluable,fewer_than_two_patients,probability,
E1_episode,room_air,60 minutes,3,score_ge2,adceddbc041712f1f2d7e411b04d4ef574f2f512758782cbcc637a12e1b980bb,,1,1.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,score_ge1,1,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,60 minutes,3,score_ge2,adceddbc041712f1f2d7e411b04d4ef574f2f512758782cbcc637a12e1b980bb,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,score_ge2,0,all_patients,fewer_than_two_patients,probability,
E1_episode,room_air,60 minutes,3,score_ge2,adceddbc041712f1f2d7e411b04d4ef574f2f512758782cbcc637a12e1b980bb,,1,0.0,fbd4321111539e69925da1aaebff32d7fb2f71cf416410ce5a534247d3f81cd4,,,,score_ge3,0,all_patients,fewer_than_two_patients,probability,
