algorithm_score,case,conversion_unavailable,fio2_fraction,input_unit,input_value,pao2_calc_mmhg,pf_ratio_mmhg,qualifying_pf_count,raw_rubric,records,score_status,singleton_suppressed,source,source_event_id,support_adjusted_score,support_label,threshold_factor
0,measured_pao2_2record_factor0.85,false,0.4,mmHg,150.0,,375.0,2,0,2,observed_scored,false,measured_pao2,cell7:2:fio20,0,HFNC,0.85
1,measured_pao2_2record_factor0.85,false,0.5,mmHg,150.0,,300.0,2,1,2,observed_scored,false,measured_pao2,cell7:3:fio20,1,IMV,0.85
1,measured_pao2_2record_factor0.85,false,0.5,mmHg,150.0,,300.0,2,1,2,observed_scored,false,measured_pao2,cell7:4:fio20,1,NIPPV,0.85
1,measured_pao2_2record_factor0.85,false,0.5,mmHg,150.0,,300.0,2,1,2,observed_scored,false,measured_pao2,cell7:5:fio20,1,SURG IMV,0.85
0,measured_pao2_2record_factor0.85,false,,mmHg,150.0,,,0,,2,no_qualifying_data,false,measured_pao2,,,UNKNOWN,0.85
0,measured_pao2_2record_factor0.85,false,0.21,mmHg,150.01,,714.33,2,0,2,observed_scored,false,measured_pao2,cell8:0:fio20,0,ROOM_AIR,0.85
0,measured_pao2_2record_factor0.85,false,0.33,mmHg,150.01,,454.58,2,0,2,observed_scored,false,measured_pao2,cell8:1:fio20,0,LOW_FLOW,0.85
0,measured_pao2_2record_factor0.85,false,0.4,mmHg,150.01,,375.03,2,0,2,observed_scored,false,measured_pao2,cell8:2:fio20,0,HFNC,0.85
1,measured_pao2_2record_factor0.85,false,0.5,mmHg,150.01,,300.02,2,1,2,observed_scored,false,measured_pao2,cell8:3:fio20,1,IMV,0.85
1,measured_pao2_2record_factor0.85,false,0.5,mmHg,150.01,,300.02,2,1,2,observed_scored,false,measured_pao2,cell8:4:fio20,1,NIPPV,0.85
1,measured_pao2_2record_factor0.85,false,0.5,mmHg,150.01,,300.02,2,1,2,observed_scored,false,measured_pao2,cell8:5:fio20,1,SURG IMV,0.85
0,measured_pao2_2record_factor0.85,false,,mmHg,150.01,,,0,,2,no_qualifying_data,false,measured_pao2,,,UNKNOWN,0.85
0,measured_pao2_2record_factor0.85,false,0.21,mmHg,199.99,,952.33,2,0,2,observed_scored,false,measured_pao2,cell9:0:fio20,0,ROOM_AIR,0.85
0,measured_pao2_2record_factor0.85,false,0.33,mmHg,199.99,,606.03,2,0,2,observed_scored,false,measured_pao2,cell9:1:fio20,0,LOW_FLOW,0.85
0,measured_pao2_2record_factor0.85,false,0.4,mmHg,199.99,,499.98,2,0,2,observed_scored,false,measured_pao2,cell9:2:fio20,0,HFNC,0.85
0,measured_pao2_2record_factor0.85,false,0.5,mmHg,199.99,,399.98,2,0,2,observed_scored,false,measured_pao2,cell9:3:fio20,0,IMV,0.85
0,measured_pao2_2record_factor0.85,false,0.5,mmHg,199.99,,399.98,2,0,2,observed_scored,false,measured_pao2,cell9:4:fio20,0,NIPPV,0.85
0,measured_pao2_2record_factor0.85,false,0.5,mmHg,199.99,,399.98,2,0,2,observed_scored,false,measured_pao2,cell9:5:fio20,0,SURG IMV,0.85
0,measured_pao2_2record_factor0.85,false,,mmHg,199.99,,,0,,2,no_qualifying_data,false,measured_pao2,,,UNKNOWN,0.85
0,measured_pao2_2record_factor0.85,false,0.21,mmHg,200.0,,952.38,2,0,2,observed_scored,false,measured_pao2,cell10:0:fio20,0,ROOM_AIR,0.85
0,measured_pao2_2record_factor0.85,false,0.33,mmHg,200.0,,606.06,2,0,2,observed_scored,false,measured_pao2,cell10:1:fio20,0,LOW_FLOW,0.85
0,measured_pao2_2record_factor0.85,false,0.4,mmHg,200.0,,500.0,2,0,2,observed_scored,false,measured_pao2,cell10:2:fio20,0,HFNC,0.85
0,measured_pao2_2record_factor0.85,false,0.5,mmHg,200.0,,400.0,2,0,2,observed_scored,false,measured_pao2,cell10:3:fio20,0,IMV,0.85
0,measured_pao2_2record_factor0.85,false,0.5,mmHg,200.0,,400.0,2,0,2,observed_scored,false,measured_pao2,cell10:4:fio20,0,NIPPV,0.85
0,measured_pao2_2record_factor0.85,false,0.5,mmHg,200.0,,400.0,2,0,2,observed_scored,false,measured_pao2,cell10:5:fio20,0,SURG IMV,0.85
0,measured_pao2_2record_factor0.85,false,,mmHg,200.0,,,0,,2,no_qualifying_data,false,measured_pao2,,,UNKNOWN,0.85
0,measured_pao2_2record_factor0.85,false,0.21,mmHg,200.01,,952.43,2,0,2,observed_scored,false,measured_pao2,cell11:0:fio20,0,ROOM_AIR,0.85
0,measured_pao2_2record_factor0.85,false,0.33,mmHg,200.01,,606.09,2,0,2,observed_scored,false,measured_pao2,cell11:1:fio20,0,LOW_FLOW,0.85
0,measured_pao2_2record_factor0.85,false,0.4,mmHg,200.01,,500.03,2,0,2,observed_scored,false,measured_pao2,cell11:2:fio20,0,HFNC,0.85
0,measured_pao2_2record_factor0.85,false,0.5,mmHg,200.01,,400.02,2,0,2,observed_scored,false,measured_pao2,cell11:3:fio20,0,IMV,0.85
0,measured_pao2_2record_factor0.85,false,0.5,mmHg,200.01,,400.02,2,0,2,observed_scored,false,measured_pao2,cell11:4:fio20,0,NIPPV,0.85
0,measured_pao2_2record_factor0.85,false,0.5,mmHg,200.01,,400.02,2,0,2,observed_scored,false,measured_pao2,cell11:5:fio20,0,SURG IMV,0.85
0,measured_pao2_2record_factor0.85,false,,mmHg,200.01,,,0,,2,no_qualifying_data,false,measured_pao2,,,UNKNOWN,0.85
