profile,support,pf_mmhg,records,raw_rubric,score,status
trops_historical_e8b4de0_v1,LOW_FLOW,400,1,0,0,observed_scored
trops_historical_e8b4de0_v1,LOW_FLOW,400,2,0,0,observed_scored
trops_historical_e8b4de0_v1,LOW_FLOW,400.001,1,0,0,observed_scored
trops_historical_e8b4de0_v1,LOW_FLOW,400.001,2,0,0,observed_scored
trops_historical_e8b4de0_v1,HFNC,99.999,1,3,0,suppressed_only
trops_historical_e8b4de0_v1,HFNC,99.999,2,3,2,observed_scored
trops_historical_e8b4de0_v1,HFNC,100,1,3,0,suppressed_only
trops_historical_e8b4de0_v1,HFNC,100,2,3,2,observed_scored
trops_historical_e8b4de0_v1,HFNC,100.001,1,3,0,suppressed_only
trops_historical_e8b4de0_v1,HFNC,100.001,2,3,2,observed_scored
trops_historical_e8b4de0_v1,HFNC,199.999,1,2,0,suppressed_only
trops_historical_e8b4de0_v1,HFNC,199.999,2,2,2,observed_scored
trops_historical_e8b4de0_v1,HFNC,200,1,2,0,suppressed_only
trops_historical_e8b4de0_v1,HFNC,200,2,2,2,observed_scored
trops_historical_e8b4de0_v1,HFNC,200.001,1,2,0,suppressed_only
trops_historical_e8b4de0_v1,HFNC,200.001,2,2,2,observed_scored
trops_historical_e8b4de0_v1,HFNC,299.999,1,1,0,suppressed_only
trops_historical_e8b4de0_v1,HFNC,299.999,2,1,1,observed_scored
trops_historical_e8b4de0_v1,HFNC,300,1,1,0,suppressed_only
trops_historical_e8b4de0_v1,HFNC,300,2,1,1,observed_scored
trops_historical_e8b4de0_v1,HFNC,300.001,1,1,0,suppressed_only
trops_historical_e8b4de0_v1,HFNC,300.001,2,1,1,observed_scored
trops_historical_e8b4de0_v1,HFNC,399.999,1,0,0,observed_scored
trops_historical_e8b4de0_v1,HFNC,399.999,2,0,0,observed_scored
trops_historical_e8b4de0_v1,HFNC,400,1,0,0,observed_scored
trops_historical_e8b4de0_v1,HFNC,400,2,0,0,observed_scored
trops_historical_e8b4de0_v1,HFNC,400.001,1,0,0,observed_scored
trops_historical_e8b4de0_v1,HFNC,400.001,2,0,0,observed_scored
trops_historical_e8b4de0_v1,NIPPV,99.999,1,3,3,observed_scored
trops_historical_e8b4de0_v1,NIPPV,99.999,2,3,3,observed_scored
trops_historical_e8b4de0_v1,NIPPV,100,1,3,3,observed_scored
trops_historical_e8b4de0_v1,NIPPV,100,2,3,3,observed_scored
trops_historical_e8b4de0_v1,NIPPV,100.001,1,3,3,observed_scored
trops_historical_e8b4de0_v1,NIPPV,100.001,2,3,3,observed_scored
trops_historical_e8b4de0_v1,NIPPV,199.999,1,2,2,observed_scored
trops_historical_e8b4de0_v1,NIPPV,199.999,2,2,2,observed_scored
trops_historical_e8b4de0_v1,NIPPV,200,1,2,2,observed_scored
trops_historical_e8b4de0_v1,NIPPV,200,2,2,2,observed_scored
trops_historical_e8b4de0_v1,NIPPV,200.001,1,2,2,observed_scored
trops_historical_e8b4de0_v1,NIPPV,200.001,2,2,2,observed_scored
trops_historical_e8b4de0_v1,NIPPV,299.999,1,1,1,observed_scored
trops_historical_e8b4de0_v1,NIPPV,299.999,2,1,1,observed_scored
trops_historical_e8b4de0_v1,NIPPV,300,1,1,1,observed_scored
trops_historical_e8b4de0_v1,NIPPV,300,2,1,1,observed_scored
trops_historical_e8b4de0_v1,NIPPV,300.001,1,1,1,observed_scored
trops_historical_e8b4de0_v1,NIPPV,300.001,2,1,1,observed_scored
trops_historical_e8b4de0_v1,NIPPV,399.999,1,0,0,observed_scored
trops_historical_e8b4de0_v1,NIPPV,399.999,2,0,0,observed_scored
trops_historical_e8b4de0_v1,NIPPV,400,1,0,0,observed_scored
trops_historical_e8b4de0_v1,NIPPV,400,2,0,0,observed_scored
trops_historical_e8b4de0_v1,NIPPV,400.001,1,0,0,observed_scored
trops_historical_e8b4de0_v1,NIPPV,400.001,2,0,0,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,99.999,1,3,0,suppressed_only
trops_historical_e8b4de0_v1,SURG IMV,99.999,2,3,2,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,100,1,3,0,suppressed_only
trops_historical_e8b4de0_v1,SURG IMV,100,2,3,2,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,100.001,1,3,0,suppressed_only
trops_historical_e8b4de0_v1,SURG IMV,100.001,2,3,2,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,199.999,1,2,0,suppressed_only
trops_historical_e8b4de0_v1,SURG IMV,199.999,2,2,2,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,200,1,2,0,suppressed_only
trops_historical_e8b4de0_v1,SURG IMV,200,2,2,2,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,200.001,1,2,0,suppressed_only
trops_historical_e8b4de0_v1,SURG IMV,200.001,2,2,2,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,299.999,1,1,0,suppressed_only
trops_historical_e8b4de0_v1,SURG IMV,299.999,2,1,1,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,300,1,1,0,suppressed_only
trops_historical_e8b4de0_v1,SURG IMV,300,2,1,1,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,300.001,1,1,0,suppressed_only
trops_historical_e8b4de0_v1,SURG IMV,300.001,2,1,1,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,399.999,1,0,0,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,399.999,2,0,0,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,400,1,0,0,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,400,2,0,0,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,400.001,1,0,0,observed_scored
trops_historical_e8b4de0_v1,SURG IMV,400.001,2,0,0,observed_scored
trops_historical_e8b4de0_v1,IMV,99.999,1,3,3,observed_scored
trops_historical_e8b4de0_v1,IMV,99.999,2,3,3,observed_scored
trops_historical_e8b4de0_v1,IMV,100,1,3,3,observed_scored
trops_historical_e8b4de0_v1,IMV,100,2,3,3,observed_scored
trops_historical_e8b4de0_v1,IMV,100.001,1,3,3,observed_scored
trops_historical_e8b4de0_v1,IMV,100.001,2,3,3,observed_scored
trops_historical_e8b4de0_v1,IMV,199.999,1,2,2,observed_scored
trops_historical_e8b4de0_v1,IMV,199.999,2,2,2,observed_scored
trops_historical_e8b4de0_v1,IMV,200,1,2,2,observed_scored
trops_historical_e8b4de0_v1,IMV,200,2,2,2,observed_scored
trops_historical_e8b4de0_v1,IMV,200.001,1,2,2,observed_scored
trops_historical_e8b4de0_v1,IMV,200.001,2,2,2,observed_scored
trops_historical_e8b4de0_v1,IMV,299.999,1,1,1,observed_scored
trops_historical_e8b4de0_v1,IMV,299.999,2,1,1,observed_scored
trops_historical_e8b4de0_v1,IMV,300,1,1,1,observed_scored
trops_historical_e8b4de0_v1,IMV,300,2,1,1,observed_scored
trops_historical_e8b4de0_v1,IMV,300.001,1,1,1,observed_scored
trops_historical_e8b4de0_v1,IMV,300.001,2,1,1,observed_scored
trops_historical_e8b4de0_v1,IMV,399.999,1,0,0,observed_scored
trops_historical_e8b4de0_v1,IMV,399.999,2,0,0,observed_scored
trops_historical_e8b4de0_v1,IMV,400,1,0,0,observed_scored
trops_historical_e8b4de0_v1,IMV,400,2,0,0,observed_scored
trops_historical_e8b4de0_v1,IMV,400.001,1,0,0,observed_scored
trops_historical_e8b4de0_v1,IMV,400.001,2,0,0,observed_scored
bounded_analysis_v2,UNKNOWN,99.999,1,3,0,suppressed_only
bounded_analysis_v2,UNKNOWN,99.999,2,3,2,observed_scored
bounded_analysis_v2,UNKNOWN,100,1,3,0,suppressed_only
bounded_analysis_v2,UNKNOWN,100,2,3,2,observed_scored
bounded_analysis_v2,UNKNOWN,100.001,1,3,0,suppressed_only
bounded_analysis_v2,UNKNOWN,100.001,2,3,2,observed_scored
bounded_analysis_v2,UNKNOWN,199.999,1,2,0,suppressed_only
bounded_analysis_v2,UNKNOWN,199.999,2,2,2,observed_scored
bounded_analysis_v2,UNKNOWN,200,1,2,0,suppressed_only
bounded_analysis_v2,UNKNOWN,200,2,2,2,observed_scored
bounded_analysis_v2,UNKNOWN,200.001,1,2,0,suppressed_only
bounded_analysis_v2,UNKNOWN,200.001,2,2,2,observed_scored
bounded_analysis_v2,UNKNOWN,299.999,1,1,0,suppressed_only
bounded_analysis_v2,UNKNOWN,299.999,2,1,1,observed_scored
bounded_analysis_v2,UNKNOWN,300,1,1,0,suppressed_only
bounded_analysis_v2,UNKNOWN,300,2,1,1,observed_scored
bounded_analysis_v2,UNKNOWN,300.001,1,1,0,suppressed_only
bounded_analysis_v2,UNKNOWN,300.001,2,1,1,observed_scored
bounded_analysis_v2,UNKNOWN,399.999,1,0,0,observed_scored
bounded_analysis_v2,UNKNOWN,399.999,2,0,0,observed_scored
bounded_analysis_v2,UNKNOWN,400,1,0,0,observed_scored
bounded_analysis_v2,UNKNOWN,400,2,0,0,observed_scored
bounded_analysis_v2,UNKNOWN,400.001,1,0,0,observed_scored
bounded_analysis_v2,UNKNOWN,400.001,2,0,0,observed_scored
bounded_analysis_v2,ROOM_AIR,99.999,1,3,0,suppressed_only
bounded_analysis_v2,ROOM_AIR,99.999,2,3,2,observed_scored
bounded_analysis_v2,ROOM_AIR,100,1,3,0,suppressed_only
bounded_analysis_v2,ROOM_AIR,100,2,3,2,observed_scored
bounded_analysis_v2,ROOM_AIR,100.001,1,3,0,suppressed_only
bounded_analysis_v2,ROOM_AIR,100.001,2,3,2,observed_scored
bounded_analysis_v2,ROOM_AIR,199.999,1,2,0,suppressed_only
bounded_analysis_v2,ROOM_AIR,199.999,2,2,2,observed_scored
bounded_analysis_v2,ROOM_AIR,200,1,2,0,suppressed_only
bounded_analysis_v2,ROOM_AIR,200,2,2,2,observed_scored
bounded_analysis_v2,ROOM_AIR,200.001,1,2,0,suppressed_only
bounded_analysis_v2,ROOM_AIR,200.001,2,2,2,observed_scored
bounded_analysis_v2,ROOM_AIR,299.999,1,1,0,suppressed_only
bounded_analysis_v2,ROOM_AIR,299.999,2,1,1,observed_scored
bounded_analysis_v2,ROOM_AIR,300,1,1,0,suppressed_only
bounded_analysis_v2,ROOM_AIR,300,2,1,1,observed_scored
bounded_analysis_v2,ROOM_AIR,300.001,1,1,0,suppressed_only
bounded_analysis_v2,ROOM_AIR,300.001,2,1,1,observed_scored
bounded_analysis_v2,ROOM_AIR,399.999,1,0,0,observed_scored
bounded_analysis_v2,ROOM_AIR,399.999,2,0,0,observed_scored
bounded_analysis_v2,ROOM_AIR,400,1,0,0,observed_scored
bounded_analysis_v2,ROOM_AIR,400,2,0,0,observed_scored
bounded_analysis_v2,ROOM_AIR,400.001,1,0,0,observed_scored
bounded_analysis_v2,ROOM_AIR,400.001,2,0,0,observed_scored
bounded_analysis_v2,LOW_FLOW,99.999,1,3,0,suppressed_only
bounded_analysis_v2,LOW_FLOW,99.999,2,3,2,observed_scored
bounded_analysis_v2,LOW_FLOW,100,1,3,0,suppressed_only
bounded_analysis_v2,LOW_FLOW,100,2,3,2,observed_scored
bounded_analysis_v2,LOW_FLOW,100.001,1,3,0,suppressed_only
bounded_analysis_v2,LOW_FLOW,100.001,2,3,2,observed_scored
bounded_analysis_v2,LOW_FLOW,199.999,1,2,0,suppressed_only
bounded_analysis_v2,LOW_FLOW,199.999,2,2,2,observed_scored
bounded_analysis_v2,LOW_FLOW,200,1,2,0,suppressed_only
bounded_analysis_v2,LOW_FLOW,200,2,2,2,observed_scored
bounded_analysis_v2,LOW_FLOW,200.001,1,2,0,suppressed_only
bounded_analysis_v2,LOW_FLOW,200.001,2,2,2,observed_scored
bounded_analysis_v2,LOW_FLOW,299.999,1,1,0,suppressed_only
bounded_analysis_v2,LOW_FLOW,299.999,2,1,1,observed_scored
bounded_analysis_v2,LOW_FLOW,300,1,1,0,suppressed_only
bounded_analysis_v2,LOW_FLOW,300,2,1,1,observed_scored
bounded_analysis_v2,LOW_FLOW,300.001,1,1,0,suppressed_only
bounded_analysis_v2,LOW_FLOW,300.001,2,1,1,observed_scored
bounded_analysis_v2,LOW_FLOW,399.999,1,0,0,observed_scored
bounded_analysis_v2,LOW_FLOW,399.999,2,0,0,observed_scored
bounded_analysis_v2,LOW_FLOW,400,1,0,0,observed_scored
bounded_analysis_v2,LOW_FLOW,400,2,0,0,observed_scored
bounded_analysis_v2,LOW_FLOW,400.001,1,0,0,observed_scored
bounded_analysis_v2,LOW_FLOW,400.001,2,0,0,observed_scored
bounded_analysis_v2,HFNC,99.999,1,3,0,suppressed_only
bounded_analysis_v2,HFNC,99.999,2,3,2,observed_scored
bounded_analysis_v2,HFNC,100,1,3,0,suppressed_only
bounded_analysis_v2,HFNC,100,2,3,2,observed_scored
bounded_analysis_v2,HFNC,100.001,1,3,0,suppressed_only
bounded_analysis_v2,HFNC,100.001,2,3,2,observed_scored
bounded_analysis_v2,HFNC,199.999,1,2,0,suppressed_only
bounded_analysis_v2,HFNC,199.999,2,2,2,observed_scored
